num	attraction	ranking	rating	review_num	address	street	locality	category	phone	duration	hours	neighborhood	description	tags	languages	sitelink
1466	Hamilton's	#1,549	5.0	1	13 Carlos Place, London W1K 2EU, England	13 Carlos Place	London W1K 2EU, 	 Art Galleries, Shopping, Museums	(011) 44-171-499-9493	"missing"	"missing"	Mayfair	"missing"	missing	English (1)	/Attraction_Review-g186338-d188859-Reviews-Hamilton_s-London_England.html
1467	Studio Fusion Gallery	#1,550	4.0	1	Unit 1.06 Oxo Tower Wharf, London SE1 9PH, England	Unit 1.06 Oxo Tower Wharf	London SE1 9PH, 	 Art Galleries, Museums, Shopping	+44 20 7928 3600	"missing"	"missing"	Southbank	"missing"	missing	English (1)	/Attraction_Review-g186338-d9584935-Reviews-Studio_Fusion_Gallery-London_England.html
1468	Pangolin London	#1,551	4.0 	1	Kings Place 90 York Way | 90 York Way, London N1 9AG, England	Kings Place 90 York Way	London N1 9AG, 	 Art Galleries, Shopping, Museums	+44 20 7520 1480	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d8795726-Reviews-Pangolin_London-London_England.html
1469	St. Pius X Catholic Church	#1,552	4.0 	1	79 St. Charles Square, London W10 6EB, England	79 St. Charles Square	London W10 6EB, 	 Churches & Cathedrals, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d8652083-Reviews-St_Pius_X_Catholic_Church-London_England.html
1470	Streatham Ice and Leisure Centre	#1,553	3.5 	4	390 Streatham High Road, London SW16 6HX, England	390 Streatham High Road	London SW16 6HX, 	 Sports Complexes, Fun & Games	+44 20 8677 5758	Suggested Duration: 1-2 hours	Closed Now Mon - Fri6:00 AM - 10:00 PMSat - Sun8:00 AM - 7:00 PMHours Hours Today: 6:00 AM - 10:00 PM	"missing"	"missing"	missing	English (4)	/Attraction_Review-g186338-d12964526-Reviews-Streatham_Ice_and_Leisure_Centre-London_England.html
1471	The Reel Poster Gallery	#1,554	4.0	2	72 Westbourne Grove, London W2 5SH, England	72 Westbourne Grove	London W2 5SH, 	 Specialty Museums, Museums	+44 20 7727 4488	"missing"	"missing"	Notting Hill	"missing"	missing	English (0); French (1); German (1)	/Attraction_Review-g186338-d548559-Reviews-The_Reel_Poster_Gallery-London_England.html
1472	Rupert Cavendish	#1,555	4.0 	1	Kings Court North 610 Kings Road, London SW3 5EQ, England	Kings Court North 610 Kings Road	London SW3 5EQ, 	 Antique Stores, Shopping	+44 20 7731 7041	"missing"	Closed Now Mon - Sat10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	Hammersmith / Fulham	"missing"	missing	English (1)	/Attraction_Review-g186338-d554248-Reviews-Rupert_Cavendish-London_England.html
1473	New Caledonian Market	#1,556	3.5	3	Bermondsey Street, London, England	Bermondsey Street	London, 	 Antique Stores, Flea & Street Markets, Shopping	"missing"	"missing"	"missing"	Southwark	"missing"	missing	English (3)	/Attraction_Review-g186338-d633596-Reviews-New_Caledonian_Market-London_England.html
1474	Freightliners City Farm	#1,557	3.5	4	City Farm Sheringham Road, London N7 8PF, England	City Farm Sheringham Road	London N7 8PF, 	 Farms, Sights & Landmarks	+44 20 7609 0467	"missing"	"missing"	"missing"	"missing"	missing	English (4)	/Attraction_Review-g186338-d10257153-Reviews-Freightliners_City_Farm-London_England.html
1475	Parson's Green Farmers' Market	#1,558	3.5 	2	New Kings Road, London SW6 4LY, England	New Kings Road	London SW6 4LY, 	 Farmers Markets, Food & Drink, Shopping	"missing"	"missing"	Closed Sun10:00 AM - 2:00 PMHours Hours Today: Closed	"missing"	"missing"	missing	English (2)	/Attraction_Review-g186338-d4520902-Reviews-Parson_s_Green_Farmers_Market-London_England.html
1476	Goethe Institute	#1,559	3.5 	8	50 Princes Gate, London SW7 2PH, England	50 Princes Gate	London SW7 2PH, 	 Educational sites, Libraries, Sights & Landmarks, Traveler Resources	+44 20 7596 4000	"missing"	"missing"	Knightsbridge	"missing"	missing	English (6); Russian (2)	/Attraction_Review-g186338-d548677-Reviews-Goethe_Institute-London_England.html
1477	Quantum Cloud (sculpture).	#1,560	3.0	10	 | Adjacent to North Greenwich Pier, London, England	"missing"	London, 	 Monuments & Statues, Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	Greenwich	"missing"	missing	English (10)	/Attraction_Review-g186338-d10050620-Reviews-Quantum_Cloud_sculpture-London_England.html
1478	Picks Cottage Fishery Ltd	#1,561	3.5 	2	Picks Cottage Sewardstone Road | Chingford, London E4 7RA, England	Picks Cottage Sewardstone Road	London E4 7RA, 	 Bodies of Water, Nature & Parks	+44 20 8529 4114	Suggested Duration: More than 3 hours	"missing"	"missing"	In Autumn 2012, Anglers Mail described Picks Cottage Fishery in their 'Where to Fish' section as one of the best kept secrets in London. We offer both affordable and challenging fishing combined with great facilities and service. We have 5 lakes onsite catering for all levels of anglers. We also have an onsite tackle shop and cafe to ensure your stay is both enjoyable and comfortable. OPENING HOURS March to October: 07:30 - 21:30 7 days a week November to February: 07:30 - 19:30 Sat & Sun only ALL VISITORS MUST HOLD EA FISHING LICENSE AND ENSURE THEY HAVE CORRECT EQUIPMENT - NO RENTALS	missing	English (2)	/Attraction_Review-g186338-d10844463-Reviews-Picks_Cottage_Fishery_Ltd-London_England.html
1479	Finsbury Square	#1,562	3.0 	7	Finsbury Square, London EC2A 1AD, England	Finsbury Square	London EC2A 1AD, 	 Nature & Parks	"missing"	Suggested Duration: < 1 hour	"missing"	City of London	"missing"	missing	English (6); French (1)	/Attraction_Review-g186338-d12458588-Reviews-Finsbury_Square-London_England.html
1480	Sutton Junior Tennis Club	#1,563	4.0 	1	Rose Hill, London, England	Rose Hill	London, 	 Sports Complexes, Fun & Games	+44 20 8641 8343	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d211727-Reviews-Sutton_Junior_Tennis_Club-London_England.html
1481	Prince Henry's Room	#1,564	3.0 	7	17 Fleet Street, London EC4Y 1AA, England	17 Fleet Street	London EC4Y 1AA, 	 Architectural Buildings, Historic Sites, History Museums, Museums, Sights & Landmarks, More 	+44 20 7936 4004	"missing"	"missing"	City of London	"missing"	missing	English (4); Russian (3)	/Attraction_Review-g186338-d211720-Reviews-Prince_Henry_s_Room-London_England.html
1482	Dolphin Swimming Club	#1,565	4.0 	1	College Hall Malet Street | University of London Pool, London WC1E 7HZ, England	College Hall Malet Street	London WC1E 7HZ, 	 Sports Camps & Clinics, Outdoor Activities, Classes & Workshops	+44 20 8349 1844	"missing"	"missing"	Bloomsbury	"missing"	missing	English (0); Portuguese (1)	/Attraction_Review-g186338-d548823-Reviews-Dolphin_Swimming_Club-London_England.html
1483	Aladdins	#1,567	3.5 	4	1 Hazellville Road, London N19 3LW, England	1 Hazellville Road	London N19 3LW, 	 Antique Stores, Shopping	+44 20 7272 1011	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (4)	/Attraction_Review-g186338-d12134903-Reviews-Aladdins-London_England.html
1484	Grosvenor Prints	#1,568	3.5 	4	19 Shelton Street | Covent Garden, London WC2H 9JN, England	19 Shelton Street	London WC2H 9JN, 	 Art Galleries, Shopping, Museums	+44 20 7836 1979	"missing"	Closed Now Mon - Fri10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	Covent Garden	"missing"	missing	English (4)	/Attraction_Review-g186338-d554250-Reviews-Grosvenor_Prints-London_England.html
1485	Storeys	#1,569	3.5	3	Wood Lane | Television Centre, London W12 7RJ, England	Wood Lane	London W12 7RJ, 	 Flea & Street Markets, Shopping	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (3)	/Attraction_Review-g186338-d8638244-Reviews-Storeys-London_England.html
1486	Crofton Park Library	#1,570	3.5 	2	Crofton Park Library 375 Brockley Road, London SE4 2AG, England	Crofton Park Library 375 Brockley Road	London SE4 2AG, 	 Libraries, Traveler Resources	+44 20 8314 8726	"missing"	Closed Now Mon9:00 AM - 5:00 PMTue9:00 AM - 7:00 PMThu9:00 AM - 7:00 PMFri9:00 AM - 1:00 PMSat9:00 AM - 5:00 PMHours Hours Today: 9:00 AM - 1:00 PM	"missing"	"missing"	missing	English (1); Japanese (1)	/Attraction_Review-g186338-d1997884-Reviews-Crofton_Park_Library-London_England.html
1487	Electric Avenue	#1,571	3.0 	12	Electric Avenue, London, England	Electric Avenue	London, 	 Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	A paradise for the bargain-hunter-with-time, London’s Tottenham Court Road (dubbed Electric Avenue) is the shopping mecca for cameras, computer, hi-fi and hi-tech electrical goods.	missing	English (10); French (1); Italian (1)	/Attraction_Review-g186338-d189014-Reviews-Electric_Avenue-London_England.html
1488	FA Premier League Hall of Fame	#1,572	5.0 	1	London, England	"missing"	London, 	 Specialty Museums, Museums	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d215436-Reviews-FA_Premier_League_Hall_of_Fame-London_England.html
1489	50 St James	#1,573	3.0 	3	50 St. James Street Railway Station Sw1 50 St. James's Street, London E17 7PJ, England	50 St. James Street Railway Station Sw1 50 St. James's Street	London E17 7PJ, 	 Casinos & Gambling, Fun & Games	+44 20 7491 4678	"missing"	"missing"	St. James's	"missing"	missing	English (2); Spanish (1)	/Attraction_Review-g186338-d553733-Reviews-50_St_James-London_England.html
1490	Altab Ali Park	#1,574	3.0 	9	London E1 Regno Unito 50 Adler Street | +44 20 7364 5020, London E1 1EE, England	London E1 Regno Unito 50 Adler Street	London E1 1EE, 	 Gardens, Nature & Parks	+44 20 7364 5020	Suggested Duration: < 1 hour	"missing"	Whitechapel	"missing"	missing	English (7); French (1); Italian (1)	/Attraction_Review-g186338-d8732493-Reviews-Altab_Ali_Park-London_England.html
1491	Wimbledon Art Studios	#1,575	5.0 	10	Wimbledon Art Studios 10 Riverside Yard, London SW17 0BB, England	Wimbledon Art Studios 10 Riverside Yard	London SW17 0BB, 	 Art Galleries, Shopping, Museums	+44 20 8947 1183	Suggested Duration: 2-3 hours	Closed Now Thu - Sun11:00 AM - 10:00 PMHours Hours Today: 11:00 AM - 10:00 PM	"missing"	The Open Studio Art Show 12-15 May 2016 200 artists open their studio doors to the public to 'the most affordable art show in London'. Browse and buy directly from artists in their working studios. Competitions, workshops, music, fashion show, bar, pop-up restaurant, child friendly. Free entry! 4 days, 4500 visiting art lovers, 200 studios. You can browse and buy directly from established as well as up and coming new talent. Collectors, gallerists and art lovers looking for that unique piece, or to see what their favourite artist is up to next. Painters, sculptors, ceramicists, illustrators, mixed media, fashion designers, milliners, photographers, and so much more, all have a creative space in one of the largest, single site art studio complexes in the UK. Comprising of two separate buildings known as the Red Studios and Blue Studios. One of London's largest communities of over 200 professional artists, Wimbledon Art Studios (WAS), is holding its unique Summer Open Studios event from 12-15 May 2016. Over 4500 visitors flock to one of London's hidden gems. A pop up restaurant, bar, live entertainment, workshops and competitions will keep the whole family entertained. This will be the 39th Open Studios event held at WAS - which organises the four-day exhibition every six months. Around 200 resident artists will be opening their doors to their creative spaces and sharing what they do with visiting art lovers. First opened in 1993, WAS is now a recognised creative community spanning well-established and emerging artists. Work produced is extremely diverse and the resident artists include painters, sculptors, illustrators, upholsterers, film animators, cartoonists, fashion designers, photographers, printmakers, ceramicists, among many other disciplines. A family friendly event with workshops and entertainment throughout. The studios comprise of two large buildings. A marquee between the buildings has live music, an art gallery and other forms of entertainment for all the family. Delicious street food from The Flying Ducks Retro American vans sell award winning fish finger baps to mouth-watering Knickerbocker glories. There is also an indoor pop up restaurant and bar. London's most secret art attraction	missing	English (10)	/Attraction_Review-g186338-d8008386-Reviews-Wimbledon_Art_Studios-London_England.html
1492	St Cuthbert’s Church	#1,576	3.0 	3	50 Philbeach Gardens | Earl's Court, London SW5 9EB, England	50 Philbeach Gardens	London SW5 9EB, 	 Churches & Cathedrals, Sights & Landmarks	"missing"	Suggested Duration: 1-2 hours	"missing"	"missing"	"missing"	missing	English (2); Spanish (1)	/Attraction_Review-g186338-d12537803-Reviews-St_Cuthbert_s_Church-London_England.html
1493	The View	#1,577	4.5	3	The View Epping Forest Gateway 6 Rangers Road, London E4 7QH, England	The View Epping Forest Gateway 6 Rangers Road	London E4 7QH, 	 Visitor Centers, Traveler Resources	+44 20 7332 1911	"missing"	"missing"	"missing"	"missing"	missing	English (3)	/Attraction_Review-g186338-d9585768-Reviews-The_View-London_England.html
1494	Viscount Palmerston Statue	#1,578	3.0 	1	Parliament Square | Parliament Square Garden, London SW1P 3BD, England	Parliament Square	London SW1P 3BD, 	 Monuments & Statues, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (0); Chinese (Trad.) (1)	/Attraction_Review-g186338-d14008635-Reviews-Viscount_Palmerston_Statue-London_England.html
1495	Royal Arsenal Farmers' Market	#1,579	3.0	1	Artillery Square | Woolwich, London SE18 6GD, England	Artillery Square	London SE18 6GD, 	 Farmers Markets, Food & Drink, Shopping	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13823291-Reviews-Royal_Arsenal_Farmers_Market-London_England.html
1496	Sussex Gardens Open Space	#1,580	3.0 	1	227 Sussex Gardens, London W2 2RL, England	227 Sussex Gardens	London W2 2RL, 	 Gardens, Nature & Parks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13814248-Reviews-Sussex_Gardens_Open_Space-London_England.html
1497	Old Gloucester Street Garden	#1,581	3.0 	1	London, England	"missing"	London, 	 Gardens, Nature & Parks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13804181-Reviews-Old_Gloucester_Street_Garden-London_England.html
1498	Lady Henry Somerset Memorial	#1,582	3.0 	1	 | Victoria Embankment Gardens, London, England	"missing"	London, 	 Monuments & Statues, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (0); German (1)	/Attraction_Review-g186338-d13794109-Reviews-Lady_Henry_Somerset_Memorial-London_England.html
1499	Statue of John Stuart Mill	#1,583	3.0 	1	Victoria Embankment Gardens, London WC2R 2AB, England	Victoria Embankment Gardens	London WC2R 2AB, 	 Points of Interest & Landmarks, Monuments & Statues, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (0); German (1)	/Attraction_Review-g186338-d13792978-Reviews-Statue_of_John_Stuart_Mill-London_England.html
1500	Angel Central Shopping Centre	#1,585	3.0 	1	21 Parkfield Street, Islington, London N1 0PS, England	21 Parkfield Street, Islington	London N1 0PS, 	 Shopping Malls, Shopping	+44 20 7359 2674	Suggested Duration: 1-2 hours	"missing"	"missing"	Located off the ever-hip Upper Street, Angel Central Shopping Centre (formerly known at The N1 Centre) has a vibrant and stylish collection of shops, cafes, restaurants, cinemas and music venues under its roof. Whether you want to watch the latest movies and share a family-sized popcorn snack, or dine out for two on something more extravagant, Angel Central offers you that choice.	missing	English (1)	/Attraction_Review-g186338-d13438272-Reviews-Angel_Central_Shopping_Centre-London_England.html
1501	Sladmore Gallery	#1,586	3.0	1	32 Bruton Place | Off Berkeley Square, London W1J 6NW, England	32 Bruton Place	London W1J 6NW, 	 Art Galleries, Shopping, Museums	+44 20 7499 0365	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13423823-Reviews-Sladmore_Gallery-London_England.html
1502	Cricket Fine Art	#1,587	3.0 	1	2 Park Walk Chelsea, London SW10 0AD, England	2 Park Walk Chelsea	London SW10 0AD, 	 Art Galleries, Shopping, Museums	+44 20 7352 2733	Suggested Duration: < 1 hour	"missing"	"missing"	Cricket Fine Art is a contemporary art gallery nestled in the heart of Chelsea. Specialising in fine art and contemporary art, Cricket Fine Art hosts an array sculpture and paintings across a wide range of genres by a range of British and international artists.	missing	English (1)	/Attraction_Review-g186338-d13125706-Reviews-Cricket_Fine_Art-London_England.html
1503	Ditton Park	#1,588	3.0 	1	Ditton Park Road | Royal Berkshire, London SL3 7JF, England	Ditton Park Road	London SL3 7JF, 	 Nature & Parks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (0); German (1)	/Attraction_Review-g186338-d12857952-Reviews-Ditton_Park-London_England.html
1504	High Street	#1,589	3.0 	1	High Street, London, England	High Street	London, 	 Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (0); German (1)	/Attraction_Review-g186338-d12828475-Reviews-High_Street-London_England.html
1505	Southeastern	#1,590	3.0 	1	London, England	"missing"	London, 	 Mass Transportation Systems, Transportation	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12499188-Reviews-Southeastern-London_England.html
